name,name_pt,name_en,barcode,brands,categories,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sodium_100g,sugar_100g,saturated_fat_100g,countries,source
Aveia Em Flocos Finos Nestlé Caixa 170g,Aveia Em Flocos Finos Nestlé Caixa 170g,Aveia Flocos Finos,7891000102626,Nestlé,en:plant-based-foods-and-beverages; en:plant-based-foods; en:breakfasts; en:cereals-and-potatoes; en:cereals-and-their-products,,,,,,,,,en:brazil,openfoodfacts
Aveia Em Flocos Nestlé Caixa 170g,Aveia Em Flocos Nestlé Caixa 170g,FLOCOS,7891000102640,Nestlé Aveia,en:plant-based-foods-and-beverages; en:plant-based-foods; en:breakfasts; en:cereals-and-potatoes; en:cereals-and-their-products,,,,,,,,,en:brazil,openfoodfacts
Tempero Maggi base 25g Frango azeite,Tempero Maggi base 25g Frango azeite,,7891000103104,Maggi,,,,,,,,,,en:brazil,openfoodfacts
Tempero maggi base 25g tomate e azeite,Tempero maggi base 25g tomate e azeite,,7891000103692,Maggi,,,,,,,,,,en:brazil,openfoodfacts
Achocolatado Em Po Nesquik Lata 380G Morango,,Nesquik,7891000104101,"Nestlé,Nesquik",en:beverages-and-beverages-preparations; en:plant-based-foods-and-beverages; en:beverages; en:dairies; en:fermented-foods,,,,,,,,,en:brazil,openfoodfacts
Barra de cereal Morango,Barra de cereal Morango,,7891000104927,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
Cereal barra Avelã Chocolate,Cereal barra Avelã Chocolate,,7891000104965,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
"Cereal Mix Snack banana, aveia e mel","Cereal Mix Snack banana, aveia e mel",,7891000105016,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
Composto Lácteo Comfor Neslac Lata 800g,Composto Lácteo Comfor Neslac Lata 800g,,7891000106099,NESTLE,,,,,,,,,,en:brazil,openfoodfacts
Leite Zero lactose,Leite Zero lactose,,7891000106754,"Nestlé,Molico",en:beverages-and-beverages-preparations; en:plant-based-foods-and-beverages; en:beverages; en:dairies; en:dairy-substitutes,,,,,,,,,en:brazil,openfoodfacts
Leite Condensado Desnatado Light Moça Caixa 410g,Leite Condensado Desnatado Light Moça Caixa 410g,,7891000107041,MOCA,en:dairies; en:condensed-milks,,,,,,,,,en:brazil,openfoodfacts
Suflair,Suflair,,7891000107744,Nestlé,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:chocolates,,,,,,,,,en:brazil,openfoodfacts
Bebida láctea Senior chocolate,Bebida láctea Senior chocolate,,7891000109236,"Nestlé,Nutren",,,,,,,,,,en:brazil,openfoodfacts
Cookie original + Trento Duo,Cookie original + Trento Duo,,7891000109298,Passatempo,en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:biscuits-and-crackers; en:biscuits,,,,,,,,,en:brazil,openfoodfacts
Bebida Aveia Integral,Bebida Aveia Integral,,7891000109670,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
Arroz Integral,Arroz Integral,,7891000109694,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
Farinha Láctea Multi Cereais,Farinha Láctea Multi Cereais,,7891000109717,Nestlé,,,,,,,,,,en:brazil,openfoodfacts
Leite em Pó Sem Lactose,Leite em Pó Sem Lactose,,7891000109908,"Nestlé,Ninho",en:beverages-and-beverages-preparations; en:beverages; en:dairies; en:milks-liquid-and-powder; en:dried-products,,,,,,,,,en:brazil,openfoodfacts
Bebida Láctea Uht Com Café Chocolate Nescafé Smoovlatté Frasco 270ml,Bebida Láctea Uht Com Café Chocolate Nescafé Smoovlatté Frasco 270ml,,7891000110829,NESCAFE,en:beverages,,,,,,,,,en:brazil,openfoodfacts
Bebida láctea Senior mix frutas,Bebida láctea Senior mix frutas,,7891000112403,"Nestlé,Nutren",,,,,,,,,,en:brazil,openfoodfacts
Fases 1+,Fases 1+,,7891000112946,"Nestlé,Ninho",,,,,,,,,,en:brazil,openfoodfacts
kitkat,kitkat,,7891000113417,Nestle,,,,,,,,,,en:brazil,openfoodfacts
Bombom Nestle 300g especialidades,Bombom Nestle 300g especialidades,,7891000113608,,,,,,,,,,,en:brazil,openfoodfacts
Nesfit,,Nesfit,7891000114926,Nestle,en:plant-based-foods-and-beverages; en:plant-based-foods; en:breakfasts; en:cereals-and-potatoes; en:cereals-and-their-products,,,,,,,,,en:brazil,openfoodfacts
Leite pó Levinho,Leite pó Levinho,,7891000115985,"Nestlé,Ninho",,,,,,,,,,en:brazil,openfoodfacts
Biscoito L4P3,Biscoito L4P3,,7891000117125,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
Laranja & Cenoura,Laranja & Cenoura,,7891000118610,"Nestlé,Nesfit",en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:biscuits,,,,,,,,,en:brazil,openfoodfacts
Granola Tradicional,Granola Tradicional,,7891000118788,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
Granola frutas,Granola frutas,,7891000118795,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
"Banana, Aveia & Canela","Banana, Aveia & Canela",,7891000118818,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
Granola Frutas,Granola Frutas,,7891000118887,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
Granola,Granola,,7891000119037,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
NESTLÉ NINHO Forti+ UHT Zero Lactose,NESTLÉ NINHO Forti+ UHT Zero Lactose,,7891000119495,Nestle5,en:beverages-and-beverages-preparations; en:plant-based-foods-and-beverages; en:beverages; en:dairies; en:dairy-substitutes,,,,,,,,,en:brazil,openfoodfacts
Cacau Pó Solúvel Dois Frades Caixa 200g,Cacau Pó Solúvel Dois Frades Caixa 200g,,7891000120095,NESTLE,en:cocoa-and-its-products; en:cocoa-and-chocolate-powders,,,,,,,,,en:brazil,openfoodfacts
Creme de Leite Nestlé,Creme de Leite Nestlé,,7891000120101,Nestlé,en:dairies; en:creams; en:creme-de-leite-bovino-enlatado,,,,,,,,,en:brazil,openfoodfacts
CREME DE LEITE UHT NESTLE,CREME DE LEITE UHT NESTLE,,7891000126905,Nestlé,en:dairies; en:condiments; pt:creme-de-leite,,,,,,,,,en:brazil,openfoodfacts
Leite integral em pó,Leite integral em pó,,7891000140307,"Nestlé, Ninho",en:dairies; en:milks-liquid-and-powder; en:milks; pt:leite-em-po,,,,,,,,,en:brazil; en:france,openfoodfacts
Brigadeiro,Brigadeiro,,7891000155806,"Nestlé,Moça",,,,,,,,,,en:brazil,openfoodfacts
Composto Lácteo Baunilha Nutren Active Lata 400g,Composto Lácteo Baunilha Nutren Active Lata 400g,,7891000234006,NESTLE,en:dairies,,,,,,,,,en:brazil,openfoodfacts
Composto Lácteo Chocolate Nutren Active Lata 400g,Composto Lácteo Chocolate Nutren Active Lata 400g,,7891000234105,NESTLE,,,,,,,,,,en:brazil,openfoodfacts
Biscoito Recheio Morango Passatempo Pacote 130g,Biscoito Recheio Morango Passatempo Pacote 130g,,7891000241295,PASSATEMPO,en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:biscuits-and-crackers; en:biscuits,,,,,,,,,en:brazil,openfoodfacts
BISC RECH PASSATEMPO CHOC 130G NESTLE,BISC RECH PASSATEMPO CHOC 130G NESTLE,BISC RECH PASSATEMPO CHOC 130G NESTLE,7891000241356,NESTLE,en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:biscuits-and-crackers; en:biscuits,,,,,,,,,en:brazil,openfoodfacts
BISC RECH PASSATEMPO LEITE 130G NESTLE,BISC RECH PASSATEMPO LEITE 130G NESTLE,,7891000241370,"Nestlé,Passatempo",,,,,,,,,,en:brazil,openfoodfacts
Complemento alimentar Senior Baunilha,Complemento alimentar Senior Baunilha,,7891000241547,"Nestlé,Nutren",,,,,,,,,,en:brazil,openfoodfacts
Tempero Granulado Tomates Suculentos Com Ervas Maggi Natusabor Pacote 40g 8 Unidades,Tempero Granulado Tomates Suculentos Com Ervas Maggi Natusabor Pacote 40g 8 Unidades,,7891000242612,MAGGI,,,,,,,,,,en:brazil,openfoodfacts
Tempero Maggi 40g Natusabor alho e cebola,Tempero Maggi 40g Natusabor alho e cebola,,7891000242636,Maggi,,,,,,,,,,en:brazil,openfoodfacts
"Tempero Granulado Salsinha, Orégano Cebolinha Maggi Natusabor Pacote 40g 8 Unidades","Tempero Granulado Salsinha, Orégano Cebolinha Maggi Natusabor Pacote 40g 8 Unidades",,7891000242735,MAGGI,en:plant-based-foods-and-beverages; en:plant-based-foods; en:condiments; en:spices,,,,,,,,,en:brazil,openfoodfacts
BISC COOKIE NEGRESCO 60G NESTLE,BISC COOKIE NEGRESCO 60G NESTLE,,7891000247624,Nestle,,,,,,,,,,en:brazil,openfoodfacts
2.0,2.0,,7891000247785,"Nestlé,Nescau",,,,,,,,,,en:brazil,openfoodfacts
Biscoito Limão e cereais,Biscoito Limão e cereais,,7891000248201,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
Kit Kat,Kit Kat,Kit Kat,7891000248768,Nestlé,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:confectioneries; en:chocolate-candies,,,,,,,,,en:bolivia; en:brazil,openfoodfacts
Chocolate KitKat Dark,Chocolate KitKat Dark,KitKat Dark,7891000248829,Nestlé,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:confectioneries; en:chocolate-candies,,,,,,,,,en:brazil,openfoodfacts
Caldo tablete Maggi 57g Picanha,Caldo tablete Maggi 57g Picanha,,7891000249901,Maggi,,,,,,,,,,en:brazil,openfoodfacts
Caldo Carne Leve 6 Pague 5 Grátis 1 Tablete,Caldo Carne Leve 6 Pague 5 Grátis 1 Tablete,,7891000250112,Maggi,,,,,,,,,,en:brazil,openfoodfacts
Caldo Tablete Carne Maggi Caixa 57g 6 Unidades,Caldo Tablete Carne Maggi Caixa 57g 6 Unidades,,7891000250150,MAGGI,,,,,,,,,,en:brazil,openfoodfacts
Granola Nestle 250g Cheerios,Granola Nestle 250g Cheerios,,7891000250402,,,,,,,,,,,en:brazil,openfoodfacts
Leite mais proteína,Leite mais proteína,,7891000250907,"Nestlé,Molico",,,,,,,,,,en:brazil,openfoodfacts
Complemento alimentar Nutrição reforçada,Complemento alimentar Nutrição reforçada,,7891000250938,"Nestlé,Ninho",,,,,,,,,,en:brazil,openfoodfacts
Caldo tablete Galinha Maggi 152g Galinha,Caldo tablete Galinha Maggi 152g Galinha,,7891000251430,Maggi,,,,,,,,,,en:brazil,openfoodfacts
Caldo tablete Galinha Maggi 152g Carne,Caldo tablete Galinha Maggi 152g Carne,,7891000251454,Maggi,,,,,,,,,,en:brazil,openfoodfacts
Caldo Tablete Picanha Maggi Caixa 114g 12 Unidades,Caldo Tablete Picanha Maggi Caixa 114g 12 Unidades,,7891000251478,MAGGI,,,,,,,,,,en:brazil,openfoodfacts
Biscoito Recheio Doce De Leite Passatempo Pacote 130g,Biscoito Recheio Doce De Leite Passatempo Pacote 130g,,7891000251652,PROPRIA,en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:biscuits-and-crackers; en:biscuits,,,,,,,,,en:brazil,openfoodfacts
Achocolatado pó 3.0,Achocolatado pó 3.0,,7891000251904,Nescau,,,,,,,,,,en:brazil,openfoodfacts
"Cereal Infantil Banana, Maçã E Quinoa Mucilon Seleção Da Natureza Pacote 180g","Cereal Infantil Banana, Maçã E Quinoa Mucilon Seleção Da Natureza Pacote 180g",,7891000252000,MUCILON,,,,,,,,,,en:brazil,openfoodfacts
Bebida Láctea Uht Chocolate Zero Lactose Nescau Max Protein Frasco 270ml,Bebida Láctea Uht Chocolate Zero Lactose Nescau Max Protein Frasco 270ml,,7891000252185,NESTLE,,,,,,,,,,en:brazil,openfoodfacts
Farinha Láctea,Farinha Láctea,,7891000252604,Nestlé,en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:cereals-and-their-products; en:flours,,,,,,,,,en:brazil,openfoodfacts
Creme de Leite Leve,Creme de Leite Leve,,7891000253182,Nestlé,en:dairies; en:canned-foods,,,,,,,,,en:brazil,openfoodfacts
Aveia Nestlé 170g orgânico farelo,Aveia Nestlé 170g orgânico farelo,,7891000253229,,,,,,,,,,,en:brazil,openfoodfacts
"Aveia, Flocos Grossos","Aveia, Flocos Grossos",,7891000253403,Nestlé,en:plant-based-foods-and-beverages; en:plant-based-foods; en:breakfasts; en:cereals-and-potatoes; en:seeds,,,,,,,,,en:brazil,openfoodfacts
Caldo tablete Maggi 114g menos sódio Carne,Caldo tablete Maggi 114g menos sódio Carne,,7891000253526,Maggi,,,,,,,,,,en:brazil,openfoodfacts
Caldo tablete Maggi 57g menos sódio galinha,Caldo tablete Maggi 57g menos sódio galinha,,7891000253540,Maggi,,,,,,,,,,en:brazil,openfoodfacts
Caldo Carne,Caldo Carne,,7891000253564,Maggi,,,,,,,,,,en:brazil,openfoodfacts
Caldo Tablete Galinha Maggi Equilibrium Caixa 114g 12 Unidades,Caldo Tablete Galinha Maggi Equilibrium Caixa 114g 12 Unidades,,7891000253588,MAGGI,en:broths,,,,,,,,,en:brazil,openfoodfacts
Cookie integral banana,Cookie integral banana,,7891000255742,"Nestlé,Nesfit",en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:biscuits; en:wafers,,,,,,,,,en:brazil,openfoodfacts
Bebida aveia Cacau integral,Bebida aveia Cacau integral,,7891000255919,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
Biscoito integral sem glúten Banana e canela,Biscoito integral sem glúten Banana e canela,,7891000255933,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
Biscoito integral sem glúten Cacau e cereais,Biscoito integral sem glúten Cacau e cereais,,7891000255957,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
Cebola e Salsa,Cebola e Salsa,,7891000255971,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
Sopa de Casa = Sopão Carne com Legumes + Legumes,Sopa de Casa = Sopão Carne com Legumes + Legumes,,7891000256312,Maggi,,,,,,,,,,en:brazil,openfoodfacts
Sopa de Casa = Sopão Galinha com legumes + Legumes,Sopa de Casa = Sopão Galinha com legumes + Legumes,,7891000256336,Maggi,,,,,,,,,,en:brazil,openfoodfacts
Crescidinhos Sabor Chocolate,Crescidinhos Sabor Chocolate,,7891000256855,"Nestlé,Mucilon",,,,,,,,,,en:brazil,openfoodfacts
Crescidinhos Sabor Baunilha,Crescidinhos Sabor Baunilha,,7891000256879,"Nestlé,Mucilon",,,,,,,,,,en:brazil,openfoodfacts
4 Grãos,4 Grãos,,7891000257982,"Nestlé,Nescau",,,,,,,,,,en:brazil,openfoodfacts
Espinafre e Gergelim,Espinafre e Gergelim,,7891000259115,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
Chia e Manjericão,Chia e Manjericão,,7891000259290,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
Linhaça e Sabor Azeitona,Linhaça e Sabor Azeitona,,7891000259313,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
Quinoa e Alho-Poró,Quinoa e Alho-Poró,,7891000259337,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
Tomate e Gergelim,Tomate e Gergelim,,7891000259375,"Nestlé,Nesfit",,,,,,,,,,en:brazil,openfoodfacts
"Pó Para Preparo De Bebida Vitamina De Pera, Morango Banana Neston Lata 400g","Pó Para Preparo De Bebida Vitamina De Pera, Morango Banana Neston Lata 400g",,7891000268100,NESTLE,,,,,,,,,,en:brazil,openfoodfacts
"Pó Para Preparo De Bebida Vitamina De Maçã, Banana Mamão Neston Lata 400g","Pó Para Preparo De Bebida Vitamina De Maçã, Banana Mamão Neston Lata 400g",,7891000268506,NESTLE,,,,,,,,,,en:brazil,openfoodfacts
Nescafé Original Extraforte,Nescafé Original Extraforte,Nescafé Original Extraforte,7891000300503,"Nestlé,Nescafé",en:beverages-and-beverages-preparations; en:plant-based-foods-and-beverages; en:beverages; en:plant-based-foods; en:specific-products,,,,,,,,,en:bolivia; en:brazil; en:uruguay,openfoodfacts
Bebida Láctea Uht Morango Nesquik Caixa 200ml,Bebida Láctea Uht Morango Nesquik Caixa 200ml,,7891000389201,NESTLE,en:beverages; en:dairies; en:dairy-drinks; pt:yiogurt,,,,,,,,,en:brazil,openfoodfacts
Chocolate Nestlé 500g ao leite,Chocolate Nestlé 500g ao leite,,7891000440902,,,,,,,,,,,en:brazil,openfoodfacts
Chocolate em Pó Solúvel,Chocolate em Pó Solúvel,,7891000451304,Nestlé,en:beverages-and-beverages-preparations; en:beverages; en:breakfasts; en:cocoa-and-its-products; en:beverage-preparations,,,,,,,,,en:brazil,openfoodfacts
Caldo de Legumes Maggi,Caldo de Legumes Maggi,,7891000529201,Maggi,,,,,,,,,,en:brazil,openfoodfacts
MAGGI CANJAO NESTLE,MAGGI CANJAO NESTLE,,7891000582305,NESTLE,,,,,,,,,,en:brazil,openfoodfacts
Sopão Maggi Feijão,Sopão Maggi Feijão,,7891000584804,Maggi,,,,,,,,,,en:brazil,openfoodfacts
BISC CALIPSO CHOC 130G NESTLE,BISC CALIPSO CHOC 130G NESTLE,Calipso,7891000889701,Nestlé,en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:biscuits,,,,,,,,,en:brazil,openfoodfacts
Biscoito Leite Cobertura Chocolate Ao Leite Passatempo Pacote 120g,Biscoito Leite Cobertura Chocolate Ao Leite Passatempo Pacote 120g,,7891000912805,NESTLE,en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:biscuits-and-crackers; en:biscuits,,,,,,,,,en:brazil,openfoodfacts
Biscoito Aveia e Mel,Biscoito Aveia e Mel,,7891000913000,"Nestlé,Nesfit",en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:biscuits,,,,,,,,,en:brazil,openfoodfacts
Biscoito Nestlé 200g Leite e mel,Biscoito Nestlé 200g Leite e mel,,7891000919705,,,,,,,,,,,en:brazil,openfoodfacts
Talento Intense Amêndoas,Talento Intense Amêndoas,,7891008027402,"Garoto,Chocolates Garoto",pt:chocolate-amargo,,,,,,,,,en:brazil,openfoodfacts
taca copa do mundo,taca copa do mundo,,7891008244137,garoto,,,,,,,,,,en:brazil,openfoodfacts
Garoto Meio Amargo,Garoto Meio Amargo,,7891008299700,Garoto,,,,,,,,,,en:brazil,openfoodfacts
Café 3 Fazendas,Café 3 Fazendas,,7891018427506,3 Fazendas,,,,,,,,,,en:brazil,openfoodfacts
Bonafont Água Leve,Bonafont Água Leve,,7891025102113,Bonafont,en:beverages; en:waters; en:spring-waters; en:mineral-waters,,,,,,,,,en:brazil,openfoodfacts
Danone Laranja e Mel,Danone Laranja e Mel,,7891025102533,Danone,,,,,,,,,,en:brazil,openfoodfacts
Iogurte sabor ameixa,Iogurte sabor ameixa,,7891025104261,"Activia ,Danone",,,,,,,,,,en:brazil,openfoodfacts
Paulista Granola e Mel,Paulista Granola e Mel,,7891025105398,Paulista,,,,,,,,,,en:brazil,openfoodfacts
Danoninho França Cálcio + Vitamina D,Danoninho França Cálcio + Vitamina D,,7891025301486,Danone,,,,,,,,,,en:brazil,openfoodfacts
Iogurte sabor nata integral,Iogurte sabor nata integral,,7891025422150,Paulista,en:dairies; en:fermented-foods; en:fermented-milk-products; en:desserts; en:dairy-desserts,,,,,,,,,en:brazil,openfoodfacts
Pimenta Biquinho Hemmer 200G,,,7891031403129,Hemmer,,,,,,,,,,en:brazil; en:france,openfoodfacts
Becel Original Sem Sal,Becel Original Sem Sal,,7891042091384,"Unilever,Sadia",en:plant-based-foods-and-beverages; en:plant-based-foods; en:fats; en:spreads; en:plant-based-spreads,,,,,,,,,en:brazil,openfoodfacts
Confeito Dr Oetker Chocolate Bolinha,Confeito Dr Oetker Chocolate Bolinha,,7891048014028,DR OETKER,,,,,,,,,,en:brazil,openfoodfacts
Chocolate Granulado Dr Oetker Mesclado,Chocolate Granulado Dr Oetker Mesclado,,7891048014035,DR OETKER,,,,,,,,,,en:brazil,openfoodfacts
Chá de erva-doce nacional,Chá de erva-doce nacional,,7891048036051,Dr. Oetker,en:plant-based-foods-and-beverages; en:beverages; en:hot-beverages; en:plant-based-beverages; en:teas,,,,,,,,,en:brazil,openfoodfacts
Flores e Frutas Maçã,Flores e Frutas Maçã,,7891048036174,Dr. Oetker,,,,,,,,,,en:brazil,openfoodfacts
Chá misto Abacaxi & Hortelã,Chá misto Abacaxi & Hortelã,,7891048036525,Dr. Oetker,en:plant-based-foods-and-beverages; en:beverages; en:hot-beverages; en:plant-based-beverages; en:teas,,,,,,,,,en:brazil,openfoodfacts
Flores e Frutas Pêssego e Cassis,Flores e Frutas Pêssego e Cassis,,7891048036662,Dr. Oetker,,,,,,,,,,en:brazil,openfoodfacts
Mate & Especiarias,Mate & Especiarias,,7891048036914,Dr. Oetker,en:plant-based-foods-and-beverages; en:beverages; en:hot-beverages; en:plant-based-beverages; en:teas,,,,,,,,,en:brazil,openfoodfacts
Gelatina Dr.oetker Uva,Gelatina Dr.oetker Uva,,7891048050293,DR OETKER,,,,,,,,,,en:brazil,openfoodfacts
Meu lanchinho,Meu lanchinho,,7891048053003,Dr  Oetker,,,,,,,,,,en:brazil,openfoodfacts
mini doce de leite,mini doce de leite,,7891075081215,Kibon,,,,,,,,,,en:brazil,openfoodfacts
Nissin Lámen Galinha Caipira,Nissin Lámen Galinha Caipira,Nissin lamem,7891079000229,Nissin,en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:cereals-and-their-products; en:dried-products,,,,,,,,,en:brazil; en:france,openfoodfacts
Nissin Lámen Bacon,Nissin Lámen Bacon,,7891079000250,"Nissin,Nissin Lámen,Ajinomoto Alimentos",en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:cereals-and-their-products; en:dried-products,,,,,,,,,en:brazil,openfoodfacts
Cup Noodles Legumes,Cup Noodles Legumes,,7891079008058,Nissin,en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:cereals-and-their-products; en:dried-products,,,,,,,,,en:brazil,openfoodfacts
Nissin Lámen Sabor Caldo de Feijão,Nissin Lámen Sabor Caldo de Feijão,,7891079012420,"Nissin,Miojo",en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:cereals-and-their-products; en:dried-products,,,,,,,,,en:brazil,openfoodfacts
Cup Noodles Calabresa,Cup Noodles Calabresa,,7891079012758,Nissin,en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:cereals-and-their-products; en:dried-products,,,,,,,,,en:brazil,openfoodfacts
Azeitona Verde Fatida La Viole,Azeitona Verde Fatida La Viole,,7891089101206,LA VIOLETERA,en:plant-based-foods-and-beverages; en:plant-based-foods; en:pickles; en:olive-tree-products; en:plant-based-pickles,,,,,,,,,en:brazil,openfoodfacts
Cereal Matinal Sao Braz Gold Flakes 200G,,,7891091047912,Sao Braz,en:plant-based-foods-and-beverages; en:plant-based-foods; en:breakfasts; en:cereals-and-potatoes; en:cereals-and-their-products,,,,,,,,,en:brazil; en:france,openfoodfacts
Farinha Mandioca Yoki 1KG,,,7891095001101,Yoki,,,,,,,,,,en:brazil; en:france,openfoodfacts
