name,aliases,category,source,external_id,search_text,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sodium_100g,sugar_100g,saturated_fat_100g,brands,original_name_en
Pedaços de abacaxi em calda extra leve,"{Safeway,""Safeway Farms""}",bebidas,openfoodfacts,0021130285709,pedaços de abacaxi em calda extra leve,56,0.51,13.64,0,0.5,,11.62,,,Pineapple chunks in extra light syrup
Mistura de abacaxi e água de coco,"{""Trilliant Food And Nutrition  Llc""}",bebidas,openfoodfacts,0036069940063,mistura de abacaxi e água de coco,286,0,85.71,0,0,,71.43,,,Pineapple coconut water mix
Geleia de abacaxi,"{""Island Princess""}",bebidas,openfoodfacts,0024048900030,geleia de abacaxi,267,0,66.67,0,1.7,,66.67,,,Pineapple jam
Fatias de abacaxi em calda leve,"{Eden,""Eden's Kitchen""}",bebidas,openfoodfacts,0013964710427,fatias de abacaxi em calda leve,64,0.71,16.43,0,0.7,,13.57,,,Pineapple slices in light syrup
"Pedaços pequenos de abacaxi em 100% suco, pedaços pequenos de abacaxi","{""Del Monte"",""Del Monte Food Company""}",bebidas,openfoodfacts,0024000035589,"pedaços pequenos de abacaxi em 100% suco, pedaços pequenos de abacaxi",53,0,13.27,0,0.9,0.009,11.5,,,"Pineapple tidbits in 100% juice, pineapple tidbits"
Feijão rosinha,"{""Hanover Foods Corporation""}",outros,openfoodfacts,0028800293798,feijão rosinha,163,8.64,32.1,0,17.3,,1.23,,,Pink Beans
Limonada rosa,"{""Food Club""}",outros,openfoodfacts,0036800252233,limonada rosa,383,3.31,92.6,0,0,,92.6,,,Pink Lemonade
Ponche de festa rosa,"{""Garber Ice Cream""}",outros,openfoodfacts,0028387309011,ponche de festa rosa,36.6,0,9.16,0,0,0,8.45,,,Pink Party Punch
Salmão rosa,{Kroger},outros,openfoodfacts,0011110833006,salmão rosa,195,41.4,0,3.2,0,0.001,,,,Pink Salmon
Salmão rosa (Big Y Foods Inc.),"{""Big Y Foods  Inc.""}",outros,openfoodfacts,0018894508700,salmão rosa (big y foods inc.),234,30.2,0,12.6,0,0.001,,2.52,,Pink Salmon (Big Y Foods Inc.)
Salmão rosa (Deming's),{Deming's},outros,openfoodfacts,0021100021115,salmão rosa (deming's),234,30.2,0,12.6,0,0.001,,1.59,,Pink Salmon (Deming's)
Salmão rosa (Food Lion),"{""Food Lion""}",outros,openfoodfacts,0035826082114,salmão rosa (food lion),109,18.3,0,3.98,0,0,,0.8,,Pink Salmon (Food Lion)
Salmão rosa (Roundy's),{Roundy's},outros,openfoodfacts,0011150052009,salmão rosa (roundy's),207,44.6,0,3.2,0,0.001,,,,Pink Salmon (Roundy's)
Biscoitos Spritz rosa,"{""Lunds & Byerlys""}",outros,openfoodfacts,0018169483077,biscoitos spritz rosa,880,7.69,100,50,0,0.001,42.3,30.8,,Pink Spritz Cookies
"Pirulitos rosas, azuis, vermelhos","{""Spangler Candy Company""}",acucares,openfoodfacts,0030800001518,"pirulitos rosas, azuis, vermelhos",400,0,100,0,0,,66.67,,,"Pinks, blues, reds pops"
Feijão carioca,{Kroger},outros,openfoodfacts,0011110725653,feijão carioca,80,5.6,16.8,0,4,0.24,0.8,,,Pinto Beans
Feijão carioca (Allens),{Allens},outros,openfoodfacts,0034700354101,feijão carioca (allens),68.4,4.27,12.8,0,5.47,0,0.61,,,Pinto Beans (Allens)
Feijão carioca (Clover Valley),"{""Clover Valley""}",outros,openfoodfacts,0030776915901,feijão carioca (clover valley),63.9,4.14,11.8,0,2.92,0,0.59,,,Pinto Beans (Clover Valley)
Feijão carioca (Condal),{Condal},outros,openfoodfacts,0037028001535,feijão carioca (condal),61.5,3.55,11.8,0,2.92,0,0.59,,,Pinto Beans (Condal)
Feijão carioca (Family Gourmet),"{""Family Gourmet""}",outros,openfoodfacts,0032251018817,feijão carioca (family gourmet),66.5,3.78,12.9,0.33,6.78,0,,,,Pinto Beans (Family Gourmet)
Feijão carioca (Food Club),"{""Food Club""}",outros,openfoodfacts,0036800088146,feijão carioca (food club),71.6,3.55,13,0.59,2.92,0,1.18,,,Pinto Beans (Food Club)
Feijão carioca (Food Lion),"{""Food Lion"",""Food Town Stores Inc.""}",outros,openfoodfacts,0035826008343,feijão carioca (food lion),257,17.1,62.9,1.43,28.6,0.014,,,,Pinto Beans (Food Lion)
Feijão carioca (Hanover Foods Corporation),"{""Hanover Foods Corporation""}",outros,openfoodfacts,0028800130574,feijão carioca (hanover foods corporation),61.5,3.55,11.8,0,2.92,0,0.59,,,Pinto Beans (Hanover Foods Corporation)
Feijão carioca (Hanover),{Hanover},outros,openfoodfacts,0028800146193,feijão carioca (hanover),61.5,3.55,11.8,0,2.92,0,0.59,,,Pinto Beans (Hanover)
Feijão carioca (Harmons),"{Harmons,""Harmons Inc""}",outros,openfoodfacts,0019646004945,feijão carioca (harmons),63.9,4.14,11.8,0,2.92,0,0.59,,,Pinto Beans (Harmons)
Feijão carioca (Harris),{Harris},outros,openfoodfacts,0028800291008,feijão carioca (harris),38.7,2.76,6.92,0,4.12,0,2.76,,,Pinto Beans (Harris)
Feijão carioca (Kroger),{Kroger},outros,openfoodfacts,0011110847539,feijão carioca (kroger),343,20,62.9,0,14.3,,2.86,,,Pinto Beans (Kroger)
Feijão carioca (La Fe),"{""La Fe""}",outros,openfoodfacts,0023545201091,feijão carioca (la fe),61.5,3.55,11.8,0,2.92,0,0.59,,,Pinto Beans (La Fe)
Feijão carioca (Organics),"{Organics,Hanover}",outros,openfoodfacts,0028800129523,feijão carioca (organics),61.5,3.55,11.8,0,2.92,0,0.59,,,Pinto Beans (Organics)
Feijão carioca (Roundys),{Roundys},outros,openfoodfacts,0011150030984,feijão carioca (roundys),59.5,2.96,11.2,0.29,2.38,0,0.59,,,Pinto Beans (Roundys)
Feijão carioca (Signature Kitchens),"{""Signature Kitchens""}",outros,openfoodfacts,0021130340095,feijão carioca (signature kitchens),69.2,4.62,13.1,0,5.38,0.346,0.77,,,Pinto Beans (Signature Kitchens)
Feijão carioca (Spartan),{Spartan},outros,openfoodfacts,0011213024615,feijão carioca (spartan),61.5,3.55,11.8,0,4.15,0,0.59,,,Pinto Beans (Spartan)
Feijão carioca (Winn Dixie),"{""Winn Dixie""}",outros,openfoodfacts,0021140209740,feijão carioca (winn dixie),61.5,3.55,11.8,0,2.92,0,0.59,,,Pinto Beans (Winn Dixie)
Feijão carioca em molho de pimenta,"{""Food Lion""}",bebidas,openfoodfacts,0035826040664,feijão carioca em molho de pimenta,92,5.38,16.15,1.15,4.6,0.238,1.54,,,Pinto Beans In Chili Sauce
Feijão carioca com alho,"{Allens,""Del Monte Foods Inc.""}",outros,openfoodfacts,0034700352107,feijão carioca com alho,65.9,4.27,12.2,0,3.67,0,,,,Pinto With Garlic
"Pirate Booty, Salgadinhos de Milho e Cenoura Assados, Sal Marinho","{""B&G Foods North America  Inc.""}",acucares,openfoodfacts,0015665104659,"pirate booty, salgadinhos de milho e cenoura assados, sal marinho",464,7.14,71.43,17.86,3.6,0.411,10.71,,,"Pirate Booty, Baked Carrot Corn Puffs, Sea Salt"
"Pirate Brands, Chips de Frutas e Batata, Chips de Banana e Batata Abundantes","{""B&G Foods North America  Inc.""}",acucares,openfoodfacts,0015665773251,"pirate brands, chips de frutas e batata, chips de banana e batata abundantes",429,7.14,75,12.5,3.6,0.107,17.86,7.14,,"Pirate Brands, Fruit & Potatarr Crisps, Bountiful Banana & Potato Crisps"
Pirate's Booty salgadinhos de queijo cheddar branco envelhecido,"{""Pirate's Booty""}",laticinios,openfoodfacts,0015665601004,pirate's booty salgadinhos de queijo cheddar branco envelhecido,500,10.71,64.29,21.43,0,0.679,3.57,3.57,,Pirate& booty aged white cheddar puffs
"Pirate's Booty, Salgadinhos de Arroz e Milho Assados, Cheddar Branco","{""B&G Foods North America  Inc.""}",acucares,openfoodfacts,0015665602063,"pirate's booty, salgadinhos de arroz e milho assados, cheddar branco",464,7.14,71.43,17.86,0,0.5,,3.57,,"Pirate's Booty, Baked Rice And Corn Puffs, White Cheddar"
"Pirate's Booty, cheddar branco envelhecido","{""B&G Foods North America  Inc.""}",acucares,openfoodfacts,0015665800254,"pirate's booty, cheddar branco envelhecido",524,9.52,66.67,19.05,4.8,0.619,4.76,4.76,,"Pirate's booty, aged white cheddar"
"Pirate's Booty, tesouros crocantes, salgadinhos de arroz e milho assados, cheddar branco envelhecido","{""Pirate's Booty""}",acucares,openfoodfacts,0015665773114,"pirate's booty, tesouros crocantes, salgadinhos de arroz e milho assados, cheddar branco envelhecido",500,7.14,64.29,25,3.6,0.75,3.57,5.36,,"Pirate's booty, crunchy treasures, baked rice and corn puffs, aged white cheddar"
Salgadinhos Pirate's Booty de cheddar branco envelhecido (onça),"{""Pirate's Booty""}",acucares,openfoodfacts,0015665770458,salgadinhos pirate's booty de cheddar branco envelhecido (onça),464,7.14,67.86,17.86,0,0.5,,3.57,,Pirates booty snack puffs aged white cheddar ounce
"Piselli, Biscoitos com Açúcar em Grãos","{""Easy Street""}",acucares,openfoodfacts,0032755321109,"piselli, biscoitos com açúcar em grãos",480,8.89,68.89,17.78,2.2,0.367,20,8.89,,"Piselli, Biscuits With Sugar In Grains"
"Piselli, Biscoito Clássico de Chocolate, Cacau e Avelãs","{""Easy Street""}",acucares,openfoodfacts,0032755321093,"piselli, biscoito clássico de chocolate, cacau e avelãs",493,8.89,64.44,22.22,2.2,0.184,22.22,11.11,,"Piselli, Iclassici Chocolate Biscuit, Cocoa & Hazelnuts"
"Miolo de pistache, sal marinho","{""Food Lion"",""Food Town Stores Inc.""}",acucares,openfoodfacts,0035826095893,"miolo de pistache, sal marinho",571,21.43,28.57,46.43,10.7,0.393,7.14,5.36,,"Pistachio Kernels, Sea Salt"
Sobremesa láctea congelada de pistache e amêndoa,"{""Turkey Hill""}",acucares,openfoodfacts,0020735112274,sobremesa láctea congelada de pistache e amêndoa,178,4.44,27.78,5.56,1.1,0.121,20,2.22,,Pistachio almond frozen dairy dessert
Pistaches,{Wonderful},outros,openfoodfacts,0014113912037,pistaches,571,21.4,28.6,46.4,10.7,0.482,7.14,5.36,,Pistachios
Pistaches (Paramount Farms),"{""Paramount Farms""}",outros,openfoodfacts,0014113912570,pistaches (paramount farms),571,21.4,28.6,46.4,10.7,0.232,7.14,5.36,,Pistachios (Paramount Farms)
Pistaches (Signature Farms),"{""Signature Farms"",""Safeway  Inc.""}",acucares,openfoodfacts,0021130295517,pistaches (signature farms),607,21.43,28.57,50,10.7,0.571,7.14,5.36,,Pistachios (Signature Farms)
Pistaches (Tri-Cal),{Tri-Cal},bebidas,openfoodfacts,0029212100100,pistaches (tri-cal),633,20,30,46.7,10,0.745,10,6.67,,Pistachios (Tri-Cal)
Pistaches sem sal,"{""Paramount Farms"",Wonderful}",bebidas,openfoodfacts,0014113910064,pistaches sem sal,571,21.4,28.6,46.4,10.7,,7.14,5.36,,Pistachios No Salt
Pistaches sem sal (Wonderful),{Wonderful},bebidas,openfoodfacts,0014113910187,pistaches sem sal (wonderful),571.4,21.43,28.57,46.43,10.71,,7.14,5.36,,Pistachios No Salt (Wonderful)
Pistaches sal e pimenta,"{""Paramount Farms"",Wonderful}",bebidas,openfoodfacts,0014113910194,pistaches sal e pimenta,535.7,21.43,28.57,46.43,10,0.821,7.14,28.57,,Pistachios Salt & Pepper
Pistaches pimenta doce,"{""Paramount Farms"",Wonderful}",acucares,openfoodfacts,0014113912976,pistaches pimenta doce,536,21.43,28.57,46.43,10.7,0.964,10.71,5.36,,Pistachios Sweet Chili
Pita,"{""North Shore Kosher Bakery""}",outros,openfoodfacts,0029194144000,"pita ""north shore kosher bakery""",263,7.89,55.3,2.63,2.63,0.474,2.63,,,
Chips de pita,{Stacy's},outros,openfoodfacts,0028400564656,chips de pita,464,10.7,67.9,17.9,7.14,0.679,3.57,1.79,,Pita Chips
Chips de pita (Frito-Lay Company),"{""Frito-Lay Company""}",outros,openfoodfacts,0028400611398,chips de pita (frito-lay company),500,10.7,67.9,17.9,1.79,0.143,1.79,,,Pita Chips (Frito-Lay Company)
Chips de pita com canela e açúcar,"{""Frito-Lay Company"",Stacy's}",outros,openfoodfacts,0028400286206,chips de pita com canela e açúcar,500,10.71,71.43,17.86,3.6,0.418,21.43,1.79,,Pita Chips Cinnamon Sugar
Chips de pita com canela e açúcar (Stacy's Pita Chip Company Inc.),"{""Stacy's Pita Chip Company  Inc."",Stacy's}",outros,openfoodfacts,0028400564663,chips de pita com canela e açúcar (stacy's pita chip company inc.),500,10.71,71.43,17.86,3.6,,21.43,1.79,,Pita Chips Cinnamon Sugar (Stacy's Pita Chip Company Inc.)
Salgadinhos de pita,"{""Food Should Taste Good"",""Small Planet Foods  Inc.""}",acucares,openfoodfacts,0021908485287,salgadinhos de pita,464,10.71,67.86,17.86,7.1,0.643,3.57,1.79,,Pita puffs
Salgadinhos de pita (Food Should Taste Good),"{""Food Should Taste Good"",""Small Planet Foods  Inc.""}",acucares,openfoodfacts,0021908485324,salgadinhos de pita (food should taste good),429,10.71,64.29,16.07,7.1,0.643,10.71,1.79,,Pita puffs (Food Should Taste Good)
Cerejas doces escuras sem caroço,{Spartan},outros,openfoodfacts,0011213351742,cerejas doces escuras sem caroço,46.9,0.51,11.2,0,1.5,,9.19,,,Pitted Dark Sweet Cherries
Cerejas doces escuras sem caroço em calda pesada,"{""Food Club""}",outros,openfoodfacts,0036800262140,cerejas doces escuras sem caroço em calda pesada,79.4,0.64,19.2,0,1.28,0,12.8,,,Pitted Dark Sweet Cherries In Heavy Syrup
Ameixas secas sem caroço,"{""Trader Joe's""}",outros,openfoodfacts,00009034,ameixas secas sem caroço,250,2.5,60,0,7.5,,35,,,Pitted Prunes
"Azeitonas maduras sem caroço, médias",{Kroger},acucares,openfoodfacts,0011110883155,"azeitonas maduras sem caroço, médias",200,0,0,20,0,1,,6.67,,"Pitted Ripe Olives, Medium"
Azeitonas pequenas maduras sem caroço,"{""Signature Kitchens""}",outros,openfoodfacts,0021130470174,azeitonas pequenas maduras sem caroço,133,0,6.67,10,6.67,0.9,,,,Pitted Ripe Small Olives
Pizza,{Celeste},pratos,openfoodfacts,0019600046950,pizza celeste,243,9.72,28.47,9.72,2.1,0.521,2.08,4.86,,
Pizza (Clear Value),"{""Clear Value""}",outros,openfoodfacts,0036800405622,"pizza (clear value) ""clear value""",169,6.01,22.7,6.01,0.95,0,1.85,2.08,,
Pizza (Devour),{Devour},pratos,openfoodfacts,0025155057037,pizza (devour) devour,265,10.18,30.53,11.5,1.8,0.416,5.31,6.19,,
Pizza (Pizza Corner),"{""Pizza Corner""}",outros,openfoodfacts,0028704430008,"pizza (pizza corner) ""pizza corner""",164,6.84,19.7,6.41,0.39,0,0.86,2.56,,
Mini pizzas,"{""Shur Fine""}",outros,openfoodfacts,0011161035107,mini pizzas,274,11.1,38.8,8.31,2.82,0.001,4.15,3.46,,Pizza Bites
Mini pizzas (Big Y),"{""Big Y"",""Big Y Foods  Inc.""}",outros,openfoodfacts,0018894316695,mini pizzas (big y),300,8.31,38.8,12.5,2.82,0.001,2.76,3.46,,Pizza Bites (Big Y)
Mini pizzas (Food Lion),"{""Food Lion""}",outros,openfoodfacts,0035826075581,mini pizzas (food lion),311,9.69,40.1,12.5,2.82,0.001,4.15,4.15,,Pizza Bites (Food Lion)
Massa de pizza,{Kroger},outros,openfoodfacts,0011110817099,massa de pizza,262,7.69,47.7,3.85,1.54,0.001,7.69,1.54,,Pizza Crust
Massa de pizza (Giant Eagle),"{""Giant Eagle"",""Giant Eagle  Inc.""}",outros,openfoodfacts,0030034073299,massa de pizza (giant eagle),374,11.8,71,4.74,2.31,0.001,11.8,1.18,,Pizza Crust (Giant Eagle)
Massa de pizza (Kroger),"{Kroger,""The Kroger Co.""}",outros,openfoodfacts,0011110871879,massa de pizza (kroger),532,12.3,86.2,15.4,3.16,0.001,6.16,3.07,,Pizza Crust (Kroger)
Massa de pizza (Signature Kitchens),"{""Signature Kitchens"",""Safeway  Inc.""}",outros,openfoodfacts,0021130049165,massa de pizza (signature kitchens),262,7.69,47.7,3.85,0.77,0.708,7.69,1.54,,Pizza Crust (Signature Kitchens)
Massas de pizza,"{""Mama Marys""}",outros,openfoodfacts,0035457770039,massas de pizza,333,7.02,52.6,8.77,1.75,0.509,3.51,1.75,,Pizza Crusts
Pizza Parlanno,"{""Trader Giotto's""}",pratos,openfoodfacts,00025157,"pizza parlanno ""trader giotto's""",233,11.6,25.6,10.1,1.55,0.496,2.33,3.88,,
Salgadinhos de pizza,"{""Annie's Homegrown""}",outros,openfoodfacts,0013562001644,salgadinhos de pizza,317,10.7,41.1,12.2,1.48,0.001,1.52,3.81,,Pizza Poppers
Salgadinhos de pizza (Annie's),{Annie's},outros,openfoodfacts,0013562002290,salgadinhos de pizza (annie's),276,10.7,41.1,7.62,1.48,0,4.57,3.05,,Pizza Poppers (Annie's)
"Pizza Pronta, Bacon Desfiado de Verdade","{Hormel,""Hormel Foods Corporation""}",outros,openfoodfacts,0037600649384,"pizza pronta, bacon desfiado de verdade",357.1,42.86,0,14.29,0,2.758,,7.14,,"Pizza Ready, Real Crumbled Bacon"
Molho de pizza,{Spartan},outros,openfoodfacts,0011213014937,molho de pizza,83.2,2.52,12.6,2.52,2.54,0.001,7.56,,,Pizza Sauce
Molho de pizza (Big Y Foods Inc.),"{""Big Y Foods  Inc.""}",outros,openfoodfacts,0018894346418,molho de pizza (big y foods inc.),83.2,2.52,12.6,2.52,2.54,0.001,7.56,,,Pizza Sauce (Big Y Foods Inc.)
Molho de pizza (Contadina),"{Contadina,""Contadina Foods  Inc.""}",outros,openfoodfacts,0024000346067,molho de pizza (contadina),70.5,2.52,15.1,0,2.54,0.001,7.56,,,Pizza Sauce (Contadina)
Molho de pizza (Food Club),"{""Food Club""}",outros,openfoodfacts,0036800051478,molho de pizza (food club),103,2.52,17.6,2.52,5.08,0.001,7.56,,,Pizza Sauce (Food Club)
Molho de pizza (Gia Russa),"{""Gia Russa""}",outros,openfoodfacts,0026825008403,molho de pizza (gia russa),60.5,2.52,12.6,0,2.54,0.001,10.1,,,Pizza Sauce (Gia Russa)
Molho de pizza (Heinen's),{Heinen's},outros,openfoodfacts,0020601408357,molho de pizza (heinen's),70.5,2.52,15.1,0,2.54,0,7.56,,,Pizza Sauce (Heinen's)
Molho de pizza (Mama),"{Mama,""B&G Foods North America  Inc.""}",pratos,openfoodfacts,0035457770657,molho de pizza (mama),56.3,1.41,9.86,1.41,1.41,0.544,7.04,,,Pizza Sauce (Mama)
Molho de pizza (Spartan),{Spartan},outros,openfoodfacts,0011213079127,molho de pizza (spartan),103,2.52,17.6,2.52,2.54,0.001,7.56,,,Pizza Sauce (Spartan)
Molho de pizza (Sun Of Italy),"{""Sun Of Italy""}",outros,openfoodfacts,0033698817421,molho de pizza (sun of italy),111,5.55,22.2,0,5.5,0.001,16.7,,,Pizza Sauce (Sun Of Italy)
Molho de Pizza com Sal Marinho Natural,"{Contadina,""Contadina Foods  Inc.""}",outros,openfoodfacts,0024000347767,molho de pizza com sal marinho natural,70.5,2.52,15.1,0,2.54,0.001,7.56,,,Pizza Sauce With Natural Sea Salt
Molho para Lanche de Pizza,{Kroger},outros,openfoodfacts,0011110697561,molho para lanche de pizza,90.3,2.44,14.7,2.44,2.5,0.001,14.7,,,Pizza Snack Sauce
Cobertura de Pizza com Carne Moída,"{Hormel,""Hormel Foods Corporation""}",outros,openfoodfacts,0037600565202,cobertura de pizza com carne moída,354,28.7,9.57,22.3,0,0.003,3.2,7.96,,Pizza Toppings Beef Crumbles
Pizza para e,{Celeste},pratos,openfoodfacts,0019600046301,pizza para e,243,4.86,34,9.72,2.08,0.542,2.08,4.86,,Pizza for e
Pizza de Massa Fina,"{""Food Club"",""Topco Associates  Inc.""}",outros,openfoodfacts,0036800407923,pizza de massa fina,283,8.33,51.67,4.17,1.7,0.076,1.67,,,"Pizza, Thin Crust"
Pizza Estilo Pizzaria de Massa Média,"{""Giant Eagle""}",outros,openfoodfacts,0030034082772,pizza estilo pizzaria de massa média,169,8.06,21.7,5.58,0.63,0,1.86,1.86,,Pizzeria Style Medium Crust Pizza
Pizza Estilo Pizzaria de Massa Média (Giant Eagle),"{""Giant Eagle""}",outros,openfoodfacts,0030034082789,pizza estilo pizzaria de massa média (giant eagle),169,7.35,20.9,6.22,1.13,0,2.83,2.83,,Pizzeria Style Medium Crust Pizza (Giant Eagle)
Pizza Estilo Pizzaria Suprema,"{""Giant Eagle""}",outros,openfoodfacts,0030034082802,pizza estilo pizzaria suprema,147,4.82,16.2,7.02,0.86,0,2.19,2.63,,Pizzeria Style Supreme
Bagels Simples,"{""Redner's Warehouse Markets"",""Chiu Hop Company""}",outros,openfoodfacts,0015984510407,bagels simples,285,9.97,57.6,1.66,2.21,0.001,4.43,,,Plain Bagels
Bagels Simples (Food Lion),"{""Food Lion"",""Food Town Stores Inc.""}",outros,openfoodfacts,0035826096593,bagels simples (food lion),240,7.83,47.8,1.96,2.3,0,3.91,,,Plain Bagels (Food Lion)
Bagels Simples (Rudi's Organic Bakery),"{""Rudi's Organic Bakery"",""The Hain Celestial Group  Inc.""}",outros,openfoodfacts,0031493082082,bagels simples (rudi's organic bakery),318,12.5,60.9,2.76,5.53,0.001,5.54,,,Plain Bagels (Rudi's Organic Bakery)
Farinha de Rosca Simples,"{""Restaurant Item""}",outros,openfoodfacts,0035826033079,farinha de rosca simples,393,14.3,67.9,5.36,3.57,0.75,3.57,,,Plain Bread Crumbs
Farinha de Rosca Simples (Food Club),"{""Food Club""}",outros,openfoodfacts,0036800201705,farinha de rosca simples (food club),367,13.3,73.3,5,6.67,0.003,10,,,Plain Bread Crumbs (Food Club)
Donuts Simples,"{Tastykake,""Tasty Baking Company""}",outros,openfoodfacts,0025600089248,donuts simples,754,9.23,89.3,40,3.16,0.001,33.9,12.3,,Plain Donuts
English Muffins Simples,"{""Shur Fine""}",outros,openfoodfacts,0011161447863,english muffins simples,399,12.7,79.7,3.2,6.43,0.001,6.37,,,Plain English Muffins
English Muffins Simples (Big Y),"{""Big Y""}",outros,openfoodfacts,0018894463054,english muffins simples (big y),334,12.3,67.7,1.54,21.6,0,1.75,,,Plain English Muffins (Big Y)
English Muffins Simples (United States Bakery),"{""United States Bakery""}",outros,openfoodfacts,0027199001113,english muffins simples (united states bakery),336,10.8,67.2,2.69,2.62,0.001,2.69,,,Plain English Muffins (United States Bakery)
Iogurte Grego Desnatado Natural,"{""Simple Truth Organic""}",outros,openfoodfacts,0011110834546,iogurte grego desnatado natural,24.1,4.66,1.36,0,0,0,1.36,,,Plain Greek Nonfat Yogurt
Iogurte Grego Desnatado Natural (Big Y),"{""Big Y""}",outros,openfoodfacts,0018894303381,iogurte grego desnatado natural (big y),37.3,6.67,2.67,0,0.47,0,2.67,,,Plain Greek Nonfat Yogurt (Big Y)
Iogurte Grego Desnatado Natural (Nostimo),{Nostimo},outros,openfoodfacts,0011225122248,iogurte grego desnatado natural (nostimo),37.3,6.67,2.67,0,0.47,0,2.67,,,Plain Greek Nonfat Yogurt (Nostimo)
Iogurte Grego Desnatado Natural (Spartan),{Spartan},outros,openfoodfacts,0011213021874,iogurte grego desnatado natural (spartan),37.3,6.67,2.67,0,0.47,0,2.67,,,Plain Greek Nonfat Yogurt (Spartan)
Iogurte Desnatado Natural,{J&J},outros,openfoodfacts,0011274000207,iogurte desnatado natural,30.2,2.55,3.57,0.64,0,0,3.57,0.38,,Plain Lowfat Yogurt
Iogurte Desnatado Natural (Dannon),{Dannon},outros,openfoodfacts,0036632001009,iogurte desnatado natural (dannon),53.3,4,6,1.67,0,0.057,5.33,1,,Plain Lowfat Yogurt (Dannon)
Pão Naan Simples,"{""La Brea Bakery"",""Aryzta  Llc""}",outros,openfoodfacts,0013087218367,pão naan simples,297,9.77,49.9,6.51,3.23,0.001,2.17,1.08,,Plain Naan Flatbread
Iogurte Grego Desnatado Natural,{Kroger},outros,openfoodfacts,0011110455277,iogurte grego desnatado natural,27.3,4.66,1.94,0.1,0,0,1.74,,,Plain Nonfat Greek Yogurt
Iogurte Grego Desnatado Natural (Foodtown),{Foodtown},outros,openfoodfacts,0011153074206,iogurte grego desnatado natural (foodtown),24.8,4.46,1.74,0,0,0,1.74,,,Plain Nonfat Greek Yogurt (Foodtown)
Iogurte Desnatado Natural,"{Dannon,""The Dannon Company  Inc.""}",outros,openfoodfacts,0036632001801,iogurte desnatado natural,27.7,2.77,4.15,0,0,0,4.15,,,Plain Nonfat Yogurt
Iogurte Desnatado Natural (Oikos),{Oikos},outros,openfoodfacts,0036632027535,iogurte desnatado natural (oikos),58.8,10,4.12,0,0,0.041,3.53,,,Plain Nonfat Yogurt (Oikos)
Farinha de Rosca Panko Simples,"{""Food Club""}",outros,openfoodfacts,0036800369283,farinha de rosca panko simples,344,9.38,75,0,3.12,0.281,3.12,,,Plain Panko Bread Crumbs
Leite de Soja Simples,"{""Simple Truth Organic"",""The Kroger Co.""}",outros,openfoodfacts,0011110429506,leite de soja simples,16.9,1.23,1.41,0.71,0.34,0,0.88,0.09,,Plain Soymilk
Fatia Fria Vegetal Estilo Italiano,"{Tofurky,""Turtle Island Foods""}",carnes,openfoodfacts,0025583004238,fatia fria vegetal estilo italiano,192,25,11.5,5.77,1.92,0.654,1.92,,,Plant-Based Deli Slice Italian Style
Fatias Frias Vegetais Apimentadas,{Tofurky},outros,openfoodfacts,0025583004221,fatias frias vegetais apimentadas,212,26.9,9.62,6.73,1.92,0.692,,,,Plant-Based Deli Slices Peppered
Salsicha Vegetal Italiana,{Tofurky},outros,openfoodfacts,0025583006027,salsicha vegetal italiana,261,25,8.7,14.1,2.17,0.446,2.17,1.09,,Plant-Based Sausage Italian
Farinha de Banana-da-terra,"{""Finest Food Distributing Co.""}",outros,openfoodfacts,0027246109229,farinha de banana-da-terra,351,2.7,83.78,0,5.4,,2.7,,,Plantain flour
"Planters, Manteiga de Amendoim Crocante, Granola Crocante de Banana, Granola Crocante de Banana","{Planters,Kraft}",laticinios,openfoodfacts,0029000018099,"planters, manteiga de amendoim crocante, granola crocante de banana, granola crocante de banana",576,21.21,27.27,45.45,6.1,0.394,12.12,7.58,,"Planters, crunchy peanut butter, banana granola crunch, banana granola crunch"
"Plentiful Planet, Mix de Castanhas Antioxidante","{""Tree Of Life  Inc.""}",outros,openfoodfacts,0030684700910,"plentiful planet, mix de castanhas antioxidante",567,23.33,26.67,36.67,10,0.22,56.67,6.67,,"Plentiful Planet, Antioxidant Trail Mix"
"Plentiful Planet, Mix de Castanhas Califórnia","{""Tree Of Life  Inc.""}",acucares,openfoodfacts,0030684700897,"plentiful planet, mix de castanhas califórnia",300,0,76.67,0,6.7,0.05,66.67,,,"Plentiful Planet, California Trail Mix"
Pancakes Mini Plsbry Heat N Go com Sabor de Bordo,{Pillsbury},acucares,openfoodfacts,0018000428557,pancakes mini plsbry heat n go com sabor de bordo,225,3.75,38.75,6.25,2.5,0.412,12.5,0.62,,Plsbry heat n go mini pancakes maple burstn
Sopa Cremosa de Milho Poblano,"{""Whole Foods Market"",""Bread & Circus Inc.""}",outros,openfoodfacts,0036406369045,sopa cremosa de milho poblano,32.8,0.67,4.16,1.5,0.33,0,0.83,0.83,,Poblano Corn Chowder
Pães Pita de Bolso,"{""Whole Foods Market""}",outros,openfoodfacts,0032913002048,pães pita de bolso,312,11.1,62.3,2.07,6.94,0,1.39,,,Pocket Pita Breads
Salsicha Tipo Polonesa,"{""Family Brand""}",outros,openfoodfacts,0033186511398,salsicha tipo polonesa,159,6.67,3.11,13.3,0,0,1.78,4.45,,Polish Brand Sausage
