name,aliases,category,source,external_id,search_text,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sodium_100g,sugar_100g,saturated_fat_100g,brands,original_name_en
Gluten Free Cornbread Baking Mix,"{""Simple Truth Organic""}",outros,openfoodfacts,0011110873521,"gluten free cornbread baking mix ""simple truth organic""",367,3.33,83.3,0,3.33,0.7,30,,,
Gluten Free Ducks 100% Corn Pasta,"{""Giant Eagle""}",bebidas,openfoodfacts,0030034077785,"gluten free ducks 100% corn pasta ""giant eagle""",339,5.36,80.36,0.89,0,,1.79,,,
"Gluten Free Elbow Macaroni, Macaroni Product","{""Simple Truth Organic""}",bebidas,openfoodfacts,0011110868824,"gluten free elbow macaroni, macaroni product ""simple truth organic""",357,8.93,73.21,3.57,5.4,,3.57,,,
Gluten Free Homestyle Waffles,"{""Full Circle""}",outros,openfoodfacts,0036800405479,"gluten free homestyle waffles ""full circle""",422,2.04,71.4,14.3,4.14,0.001,8.16,2.04,,
Gluten Free Muffins,"{""Dawn Food Products  Inc.""}",outros,openfoodfacts,0029519229832,"gluten free muffins ""dawn food products  inc.""",510,4.88,73.2,22,0,0,43.9,3.66,,
"Gluten Free Oatmeal, Maple Brown Sugar",{Chex},outros,openfoodfacts,0016000486423,"gluten free oatmeal, maple brown sugar chex",378,8.89,75.56,5.56,8.9,0.406,26.67,1.11,,
Gluten Free Veggie Burger,"{""Pulmuone Foods Usa  Inc.""}",outros,openfoodfacts,0030871000106,"gluten free veggie burger ""pulmuone foods usa  inc.""",249,15.2,9.69,16.6,1.41,0,1.39,2.07,,
"Gluten Free, Corn And Rice Pasta Blend",{Mueller's},outros,openfoodfacts,0029200908077,"gluten free, corn and rice pasta blend mueller's",357,5.36,80.36,1.79,1.8,,,,,
Gluten free cookies,"{""Tree Of Life  Inc.""}",acucares,openfoodfacts,0030684790676,"gluten free cookies ""tree of life  inc.""",466.7,6.67,70,16.67,3.33,0.339,36.67,,,
"Gluten free fusilli, macaroni product","{""Simple Truth Organic""}",bebidas,openfoodfacts,0011110868817,"gluten free fusilli, macaroni product ""simple truth organic""",357,8.93,73.21,3.57,5.4,,3.57,,,
Gluten free ginger snaps,{Mi-Del},acucares,openfoodfacts,0030684768903,gluten free ginger snaps mi-del,466.7,6.67,66.67,16.67,0,0.35,36.67,,,
"Gluten free steakhouse chili with beans, beans","{""Signature Cafe""}",pratos,openfoodfacts,0021130156528,"gluten free steakhouse chili with beans, beans ""signature cafe""",85.7,6.53,9.8,2.45,2.86,0.339,4.49,,,
Gluten-Free Chocolate Sandwich Cookies,"{""Tree Of Life  Inc.""}",acucares,openfoodfacts,0030684769986,"gluten-free chocolate sandwich cookies ""tree of life  inc.""",467,3.33,70,20,3.3,0.317,40,6.67,,
Gluten-Free Conchiglie,"{""Full Circle""}",bebidas,openfoodfacts,0036800365483,"gluten-free conchiglie ""full circle""",333,7.02,80.7,1.75,1.8,,,,,
Gluten-Free Muffins,{Dawn},acucares,openfoodfacts,0029519229894,gluten-free muffins dawn,344,3.12,46.88,14.06,0,0.297,28.12,2.34,,
Gluten-Free Rigatoni,"{""Full Circle""}",outros,openfoodfacts,0036800365476,"gluten-free rigatoni ""full circle""",333,7.02,80.7,1.75,1.8,,,,,
"Gluten-free pasta made from corn and rice, fusilli","{""Full Circle""}",bebidas,openfoodfacts,0036800365469,"gluten-free pasta made from corn and rice, fusilli ""full circle""",333,7.02,80.7,1.75,1.8,,,,,
"Gluten-free pasta made from corn and rice, penne","{""Full Circle""}",bebidas,openfoodfacts,0036800365452,"gluten-free pasta made from corn and rice, penne ""full circle""",333,7.02,80.7,1.75,1.8,,,,,
"Gluten-free vegan mac & cheese, cheddar",{},massas,openfoodfacts,0033776080549,"gluten-free vegan mac & cheese, cheddar",371,5.71,74.29,2.14,5.7,0.514,,,,
Gnocchi,"{""John Zidian Company Inc.""}",outros,openfoodfacts,0026825000308,"gnocchi ""john zidian company inc.""",122,2.77,27.8,0,2.08,0,,,,
Gnocchi (Giant Eagle),"{""Giant Eagle""}",outros,openfoodfacts,0030034084615,"gnocchi (giant eagle) ""giant eagle""",137,4.14,24.9,2.37,0.61,0,2.96,1.18,,
Gnocchi Bite-Sized Potato,"{""Giant Eagle""}",bebidas,openfoodfacts,0030034079321,"gnocchi bite-sized potato ""giant eagle""",157,4.29,34.29,0.36,1.1,0.357,0.71,0.14,,
Gnocchi Potato Dumpling Pasta,"{""Italian Village""}",outros,openfoodfacts,0031332482554,"gnocchi potato dumpling pasta ""italian village""",147,4.27,31.1,0.61,1.8,0.001,1.83,,,
Gnocchi With Potato,{Cora},outros,openfoodfacts,0026662524302,gnocchi with potato cora,119,2.08,27.8,0,1.42,0,,,,
Gnocchi With Potato (Gia Russa),"{""Gia Russa""}",outros,openfoodfacts,0026825009592,"gnocchi with potato (gia russa) ""gia russa""",150,3.33,33.3,0,0.83,0.217,,,,
Gnocchi With Potato (Sun Of Italy),"{""Sun Of Italy""}",outros,openfoodfacts,0033698817315,"gnocchi with potato (sun of italy) ""sun of italy""",103,2.34,23.1,0.19,1.19,0,,0.19,,
Gnocchi with sweet potato,"{""Gia Russa""}",bebidas,openfoodfacts,0026825009677,"gnocchi with sweet potato ""gia russa""",158,4.17,31.67,0.83,2.5,0.375,,,,
Go 2 cola soda,"{Refreshe,""Safeway  Inc.""}",bebidas,openfoodfacts,0021130251667,"go 2 cola soda refreshe,""safeway  inc.""",45,0,12.11,0,0,0.01,12.11,,,
"Go Bananas Soda, Banana","{""S. M. Jaleel & Co. Ltd.""}",bebidas,openfoodfacts,0033613021155,"go bananas soda, banana ""s. m. jaleel & co. ltd.""",52,0,13.2,0,0,0.002,13.2,,,
Go Lean Cereals,"{""Céréales protéinées"",Kashi}",bebidas,openfoodfacts,0018627740001,"go lean cereals ""céréales protéinées"",kashi",269,25,57.7,1.92,19.2,0.163,11.5,,,
"Go Organic, Organic Fruit Snacks, Fruit Medley","{""Hillside Candy Llc""}",acucares,openfoodfacts,0030568115328,"go organic, organic fruit snacks, fruit medley ""hillside candy llc""",300,3.33,76.67,0,0,0.05,53.33,,,
"Go Organically, Fruit Snacks, Mixed Berry","{""The Promotion In Motion Companies  Inc.""}",acucares,openfoodfacts,0034856881230,"go organically, fruit snacks, mixed berry ""the promotion in motion companies  inc.""",308,0,79.3,0,0,0.044,52.86,,,
"Go organically, fruit snacks, fruit medley","{""Go Organically""}",acucares,openfoodfacts,0034856881216,"go organically, fruit snacks, fruit medley ""go organically""",308,0,79.3,0,0,0.044,52.86,,,
Goat Cheese,{Couturier},outros,openfoodfacts,0013499241212,goat cheese couturier,932,50.4,12.6,75.6,0,0.001,,56.7,,
Goat Cheese Medallions Variety Pack,"{""Primo Taglio""}",outros,openfoodfacts,0021130098200,"goat cheese medallions variety pack ""primo taglio""",829,63.8,0,63.8,0,0.002,12.7,44.6,,
Goat Cheese Stuffed Vegetarian Portabella Mushrooms,"{""Giant Eagle""}",outros,openfoodfacts,0030034106256,"goat cheese stuffed vegetarian portabella mushrooms ""giant eagle""",10.3,0.58,1.24,0.33,0.28,0,0.58,0.17,,
Goat milk caramels,"{""Conglomerate Board Games  Inc.""}",acucares,openfoodfacts,0013189006794,"goat milk caramels ""conglomerate board games  inc.""",343,2.86,31.43,22.86,0,0.029,31.43,14.29,,
"Godiva chocolatier, milk chocolate bar, salted caramel","{""Godiva Chocolatier""}",acucares,openfoodfacts,0031290039012,"godiva chocolatier, milk chocolate bar, salted caramel ""godiva chocolatier""",525,7.5,57.5,30,2.5,0.225,47.5,17.5,,
Goetta Dawg Sausage,"{""Queen City Sausage & Prov.""}",outros,openfoodfacts,0011291013396,"goetta dawg sausage ""queen city sausage & prov.""",301,19.3,9.66,20.5,1.21,0.001,1.21,7.24,,
"Goetze's, Caramel Creams","{""Rite Aid Corporation""}",acucares,openfoodfacts,0011822000147,"goetze's, caramel creams ""rite aid corporation""",382,5.88,67.65,8.82,2.9,0.147,38.24,2.94,,
"Goetze's, Caramel Creams (Rite Aid Corporation)","{""Rite Aid Corporation""}",acucares,openfoodfacts,0011822101141,"goetze's, caramel creams (rite aid corporation) ""rite aid corporation""",382,5.88,67.65,8.82,2.9,0.147,38.24,2.94,,
Gold & White Corn,{Freshlike},outros,openfoodfacts,0034700048062,gold & white corn freshlike,46.7,1.28,8.96,0.64,1.28,0,4.48,,,
"Gold Bunny & Friends, Milk Chocolate","{""Lindt & Sprungli (Schweiz) Ag""}",acucares,openfoodfacts,0009542026493,"gold bunny & friends, milk chocolate ""lindt & sprungli (schweiz) ag""",571,8.57,54.29,37.14,2.9,0.114,48.57,22.86,,
Gold Corn Whole Kernel,"{""Full Circle""}",outros,openfoodfacts,0036800036116,"gold corn whole kernel ""full circle""",36.8,1.28,5.76,0.96,1.28,0,4.48,,,
Gold Fish Shaped Ravioli!,"{""Nuovo Pasta""}",bebidas,openfoodfacts,0008006996013,"gold fish shaped ravioli! ""nuovo pasta""",270,13,34,8,2,0.42,5,5,,
Gold Medal Bread Flour,"{""Gold Medal""}",bebidas,openfoodfacts,0016000106406,"gold medal bread flour ""gold medal""",366.7,13.33,73.33,0,3.3,,,,,
Gold Potatoes,"{""J. Maheras Company Inc.""}",outros,openfoodfacts,0017367901031,"gold potatoes ""j. maheras company inc.""",53,1.37,11.9,0,0.95,,0.46,,,
Gold Reindeer Sleigh Milk Chocolate,{Lindt},outros,openfoodfacts,0037466029382,gold reindeer sleigh milk chocolate lindt,580,6,52,36,2,0.11,50,22,,
"Gold Shield, Natural Nuts Pecan Halves","{""Gold Shield Foods  Llc""}",outros,openfoodfacts,0017300906727,"gold shield, natural nuts pecan halves ""gold shield foods  llc""",700,10,13.33,73.33,10,,3.33,6.67,,
"Gold Shield, Natural Nuts, Pecan Bits","{""Gold Shield Foods  Llc""}",acucares,openfoodfacts,0017300906741,"gold shield, natural nuts, pecan bits ""gold shield foods  llc""",700,10,13.33,73.33,10,,3.33,6.67,,
"Gold Shield, Pecan Bits","{""Gold Shield Foods  Llc""}",acucares,openfoodfacts,0017300907854,"gold shield, pecan bits ""gold shield foods  llc""",649,7.02,17.54,66.67,7,,3.51,5.26,,
"Gold Shield, Pecan Bits (Gold Shield Foods L.L.C.)","{""Gold Shield Foods  L.L.C.""}",acucares,openfoodfacts,0017300907878,"gold shield, pecan bits (gold shield foods l.l.c.) ""gold shield foods  l.l.c.""",667,6.67,16.67,66.67,6.7,,3.33,5,,
"Gold Shield, Pecan Halves","{""Gold Shield Foods  Llc""}",acucares,openfoodfacts,0017300907830,"gold shield, pecan halves ""gold shield foods  llc""",677,6.45,19.35,67.74,6.5,,3.23,4.84,,
"Gold Shield, Select Walnuts","{""Gold Shield Foods  Llc""}",acucares,openfoodfacts,0017300906802,"gold shield, select walnuts ""gold shield foods  llc""",679,14.29,14.29,64.29,7.1,0.004,3.57,5.36,,
"Gold Shield, Select Walnuts (Gold Shield Foods Llc)","{""Gold Shield Foods  Llc""}",outros,openfoodfacts,0017300907953,"gold shield, select walnuts (gold shield foods llc) ""gold shield foods  llc""",633,13.33,16.67,63.33,3.3,,3.33,5,,
"Gold Shield, Sliced Almonds","{""Gold Shield Foods  Llc""}",acucares,openfoodfacts,0017300906659,"gold shield, sliced almonds ""gold shield foods  llc""",600,20,20,53.33,10,0.013,6.67,3.33,,
Gold Sweetened Condensed Milk,"{""Longevity Brand""}",outros,openfoodfacts,0022652161007,"gold sweetened condensed milk ""longevity brand""",433,10,73.3,11.7,0,0.133,73.3,8.33,,
Gold shield Natural nuts,"{""Gold Shield Foods  Llc""}",bebidas,openfoodfacts,0017300906192,"gold shield natural nuts ""gold shield foods  llc""",666.7,16.67,13.33,66.67,6.67,,3.33,6.67,,
Golden Beet Salad,"{""Signature Cafe""}",outros,openfoodfacts,0021130084128,"golden beet salad ""signature cafe""",64.1,1.52,3.32,4.97,0.82,0,0.97,1.1,,
Golden Corn,"{""Restaurant Item""}",outros,openfoodfacts,0011110809001,"golden corn ""restaurant item""",64,1.6,12.8,0.4,1.6,0.24,6.4,,,
Golden Corn Whole Kernel,"{""Restaurant Item""}",outros,openfoodfacts,0011110808035,"golden corn whole kernel ""restaurant item""",54.4,1.28,10.9,0.64,1.28,0,2.56,,,
Golden Cream Style Corn,"{""Giant Eagle""}",outros,openfoodfacts,0030034026875,"golden cream style corn ""giant eagle""",59.2,1.28,12.8,0.32,1.28,0,4.48,,,
Golden Cut Wax Beans,"{""Big Y""}",outros,openfoodfacts,0018894151340,"golden cut wax beans ""big y""",13.9,0.69,2.77,0,1.42,0,1.39,,,
Golden Cut Wax Beans (Big Y),"{""Big Y""}",outros,openfoodfacts,0018894155850,"golden cut wax beans (big y) ""big y""",13.9,0.69,2.77,0,1.42,0,1.39,,,
Golden Eggnog,{Roundy's},outros,openfoodfacts,0011150041577,golden eggnog roundy's,128,3.53,14.1,6.36,0,0,12.7,3.53,,
Golden Fish Batter,"{""Andy's Seasoning  Inc""}",outros,openfoodfacts,0035204502906,"golden fish batter ""andy's seasoning  inc""",333,0,66.7,0,0,2.89,,,,
"Golden Fluff, Potato Stix, Barbeque","{""Golden Fluff  Inc.""}",acucares,openfoodfacts,0030047533025,"golden fluff, potato stix, barbeque ""golden fluff  inc.""",571,7.14,53.57,39.29,3.6,0.982,3.57,8.93,,
Golden Hominy,{Kroger},outros,openfoodfacts,0011110809865,golden hominy kroger,57,1.28,11.5,0.64,1.92,0,0.64,,,
Golden Hominy (Allens),{Allens},outros,openfoodfacts,0034700764108,golden hominy (allens) allens,44.2,0.61,9.77,0.3,0.62,0,0.61,,,
Golden Hominy (Food Club),"{""Food Club""}",outros,openfoodfacts,0036800088344,"golden hominy (food club) ""food club""",74.1,1.22,15.3,0.91,1.25,0,0.62,,,
Golden Hominy (Spartan),{Spartan},outros,openfoodfacts,0011213056043,golden hominy (spartan) spartan,43.8,0.64,9.6,0.32,0.64,0,0.64,,,
"Golden Honey, Sweetened Puffed Wheat Cereal","{""Family Gourmet""}",outros,openfoodfacts,0032251051647,"golden honey, sweetened puffed wheat cereal ""family gourmet""",370,7.41,88.89,0,3.7,0.188,55.56,,,
"Golden Island, Kettle-Cooked Beef Jerky, Chili Lime","{""Formosa Food Co Inc""}",carnes,openfoodfacts,0010082550010,"golden island, kettle-cooked beef jerky, chili lime ""formosa food co inc""",357,42.86,21.43,10.71,0,1.536,14.29,3.57,,
"Golden Island, Pork Jerky, Grilled Barbecue","{""Golden Island Jerky Inc.""}",acucares,openfoodfacts,0010082550058,"golden island, pork jerky, grilled barbecue ""golden island jerky inc.""",357,28.57,39.29,7.14,0,1.107,39.29,1.79,,
"Golden Island, Pork Jerky, Sriracha","{""Golden Island Jerky Inc.""}",acucares,openfoodfacts,0010082550034,"golden island, pork jerky, sriracha ""golden island jerky inc.""",357,35.71,28.57,8.93,0,1.464,28.57,3.57,,
Golden Italian Dressings,"{""Classic Gourmet""}",outros,openfoodfacts,0026700143984,"golden italian dressings ""classic gourmet""",88.6,0,22.1,0,0,0.002,16.6,,,
Golden Mushrooms,"{""L & W""}",outros,openfoodfacts,0024072000164,"golden mushrooms ""l & w""",13.2,0.83,2.48,0,1.64,0,0.83,,,
Golden Potatoes,"{""Nature's Finest""}",outros,openfoodfacts,0019260000514,"golden potatoes ""nature's finest""",53,1.37,11.9,0,0.95,,0.46,,,
Golden Raisins,"{""Food Lion""}",outros,openfoodfacts,0035826075802,"golden raisins ""food lion""",325,2.5,77.5,0,2.5,0,65,,,
Golden Sweet Corn,"{""Restaurant Item""}",outros,openfoodfacts,0011213055244,"golden sweet corn ""restaurant item""",54.4,1.28,10.9,0.64,1.28,0,2.56,,,
Golden Sweet Corn (Spartan),{Spartan},outros,openfoodfacts,0011213055268,golden sweet corn (spartan) spartan,44.2,1.28,8.32,0.64,1.28,0,3.84,,,
Golden Sweet Cream Style Corn,"{""Big Y""}",outros,openfoodfacts,0018894405825,"golden sweet cream style corn ""big y""",59.2,1.28,12.8,0.32,1.28,0,4.48,,,
Golden Sweet Whole Kernel Corn,"{""Big Y""}",outros,openfoodfacts,0018894355809,"golden sweet whole kernel corn ""big y""",54.4,1.28,10.9,0.64,1.28,0,3.84,,,
Golden Sweet Whole Kernel Corn (Del Monte),"{""Del Monte""}",outros,openfoodfacts,0024000000952,"golden sweet whole kernel corn (del monte) ""del monte""",52.4,0.81,10.1,0.81,1.61,0.008,5.24,,,
Golden Sweet Whole Kernel Corn (Food Club),"{""Food Club""}",outros,openfoodfacts,0036800355149,"golden sweet whole kernel corn (food club) ""food club""",54.4,1.28,10.9,0.64,1.28,0,3.84,,,
Golden Sweet Whole Kernel Corn (Winn-Dixie),{Winn-Dixie},outros,openfoodfacts,0021140023742,golden sweet whole kernel corn (winn-dixie) winn-dixie,39,1.28,7.04,0.64,1.28,0,3.84,,,
Golden Vanilla Flavored,"{""Spartan Est. 1953""}",outros,openfoodfacts,0011213011455,"golden vanilla flavored ""spartan est. 1953""",303,4.32,32.4,17.3,0,0,26,10.8,,
Golden Vegetable Instant Miso-Cup Soup,"{""Edward & Sons""}",outros,openfoodfacts,0011206000930,"golden vegetable instant miso-cup soup ""edward & sons""",333,22.2,44.4,11.1,11.1,8.22,22.2,,,
Golden Wax Beans,{Spartan},outros,openfoodfacts,0011213052700,golden wax beans spartan,13.9,0.69,2.77,0,1.42,0,1.39,,,
Golden Whole Kernel Corn,"{""Giant Eagle""}",outros,openfoodfacts,0030034026868,"golden whole kernel corn ""giant eagle""",54.4,1.28,10.9,0.64,1.28,0,3.84,,,
Golden Whole Kernel Corn (Giant Eagle),"{""Giant Eagle""}",outros,openfoodfacts,0030034026967,"golden whole kernel corn (giant eagle) ""giant eagle""",100,2.76,20.8,0.69,1.41,0,5.54,,,
Golden almond chewy granola bars,"{""Sunbelt Bakery"",""Mckee Foods""}",acucares,openfoodfacts,0024300031052,"golden almond chewy granola bars ""sunbelt bakery"",""mckee foods""",464,7.14,64.29,21.43,3.6,0.179,25,8.93,,
Golden creme cookies,"{""Food Lion""}",outros,openfoodfacts,0035826085672,"golden creme cookies ""food lion""",470.6,2.94,73.53,20.59,0,0.368,38.24,10.29,,
"Golden fluff, popcorn, barbecue","{""Golden Fluff""}",acucares,openfoodfacts,0030047101200,"golden fluff, popcorn, barbecue ""golden fluff""",464,10.71,67.86,17.86,10.7,0.893,3.57,5.36,,
"Golden fluff, popcorn, onion n' garlic","{""Golden Fluff""}",acucares,openfoodfacts,0030047101309,"golden fluff, popcorn, onion n' garlic ""golden fluff""",464,10.71,67.86,17.86,10.7,0.771,3.57,5.36,,
Golden frosted creme cakes,"{""Aryzta  Llc""}",acucares,openfoodfacts,0013087207460,"golden frosted creme cakes ""aryzta  llc""",403,2.6,58.44,18.18,0,0.299,44.16,7.79,,
"Golden island, beef jerky, kung pao","{""Golden Island Jerky Inc.""}",carnes,openfoodfacts,0010082550027,"golden island, beef jerky, kung pao ""golden island jerky inc.""",321,35.71,32.14,7.14,0,1.071,25,3.57,,
Golden mini cupcakes,"{""Aryzta  Llc""}",acucares,openfoodfacts,0013087207538,"golden mini cupcakes ""aryzta  llc""",400,2.86,57.14,17.14,0,0.3,41.43,5.71,,
Golden reserve honey,"{""Z Specialty Food Llc""}",acucares,openfoodfacts,0012453092754,"golden reserve honey ""z specialty food llc""",305,0,80.95,0,0,,76.19,,,
"Golden, Extra Fancy Calrose Rice","{""International Golden Foods Inc""}",bebidas,openfoodfacts,0019175052004,"golden, extra fancy calrose rice ""international golden foods inc""",344,6.67,77.78,0,0,,,,,
"Golden, Pitted Dates","{""International Golden Foods Inc""}",acucares,openfoodfacts,0019175055609,"golden, pitted dates ""international golden foods inc""",306,2.2,72,0.2,2,0.002,70,0.2,,
"Golden, Thai Jasmine Rice","{""International Golden Foods Inc""}",bebidas,openfoodfacts,0019175051700,"golden, thai jasmine rice ""international golden foods inc""",340,6,78,0,0,0.02,,,,
Goldfish whole grain cheddar crackers,"{""Pepperidge Farm""}",acucares,openfoodfacts,0014100085782,"goldfish whole grain cheddar crackers ""pepperidge farm""",467,10,63.3,16.7,6.67,0.8,,3.33,,
Goma de mascar,"{""Bubblicious bubblegum"",Bubblicious}",acucares,openfoodfacts,0012546008334,"goma de mascar ""bubblicious bubblegum"",bubblicious",25,0,6,0,0,,6,,,
"Gon Gusto, Sancocho Large Pork Rinds","{""Chema And Selecto Pork Skins""}",acucares,openfoodfacts,0014971100805,"gon gusto, sancocho large pork rinds ""chema and selecto pork skins""",554,32.14,32.14,35.71,0,0.964,,10.71,,
Good Mornings Ham Breakfast Scramble,"{""Restaurant Item""}",outros,openfoodfacts,0037600251372,"good mornings ham breakfast scramble ""restaurant item""",63.3,4.63,1.77,4.19,0.23,0,0.44,1.54,,
Good Sense Foods,"{""Good Sense""}",outros,openfoodfacts,0030243863933,"good sense foods ""good sense""",466.7,13.33,50,30,3.33,0.183,40,5,,
Good and plenty,"{""Licorice Candy"",""Leaf  Inc.""}",acucares,openfoodfacts,0010700088130,"good and plenty ""licorice candy"",""leaf  inc.""",367,1.67,90,0,0,0.25,63.3,,,
"Good sense, dill pickle peanuts, roasted & seasoned","{""Good Sense"",""Waymouth Farms  Inc.""}",acucares,openfoodfacts,0030243878418,"good sense, dill pickle peanuts, roasted & seasoned ""good sense"",""waymouth farms  inc.""",575,22.5,20,47.5,7.5,0.625,,6.25,,
"Good sense, granola delites, cinnamon walnut","{""Good Sense"",""Waymouth Farms  Inc.""}",bebidas,openfoodfacts,0030243781831,"good sense, granola delites, cinnamon walnut ""good sense"",""waymouth farms  inc.""",400,9.09,70.91,9.09,7.3,0.145,23.64,0.91,,
"Good sense, granola delites, strawberry cranberry almond","{""Good Sense"",""Waymouth Farms  Inc.""}",bebidas,openfoodfacts,0030243781879,"good sense, granola delites, strawberry cranberry almond ""good sense"",""waymouth farms  inc.""",418,7.27,70.91,10.91,5.5,0.009,23.64,1.82,,
"Good sense, organic feel's good mix , fruit & nut","{""Good Sense""}",acucares,openfoodfacts,0030243877404,"good sense, organic feel's good mix , fruit & nut ""good sense""",433,13.33,50,23.33,10,,33.33,3.33,,
"Good sense, organic pinenuts","{""Fresh Lock""}",acucares,openfoodfacts,0030243878555,"good sense, organic pinenuts ""fresh lock""",667,13.33,13.33,70,3.3,,3.33,5,,
"Good sense, roasted & seasoned peanuts, smokin' sweet","{""Good Sense"",""Waymouth Farms  Inc.""}",acucares,openfoodfacts,0030243878395,"good sense, roasted & seasoned peanuts, smokin' sweet ""good sense"",""waymouth farms  inc.""",575,22.5,27.5,45,7.5,0.525,7.5,6.25,,
"Good sense, snowflake pretzels, vanilla & peppermint yogurt","{""Good Sense"",""Waymouth Farms  Inc.""}",acucares,openfoodfacts,0030243504270,"good sense, snowflake pretzels, vanilla & peppermint yogurt ""good sense"",""waymouth farms  inc.""",457,5.71,71.43,17.14,2.9,0.714,40,14.29,,
"Good sense, trail mix, sweet 'n salty chocolate caramel cashew mix","{""Good Sense"",""Waymouth Farms  Inc.""}",acucares,openfoodfacts,0030243867399,"good sense, trail mix, sweet 'n salty chocolate caramel cashew mix ""good sense"",""waymouth farms  inc.""",500,10,50,33.33,3.3,0.2,36.67,11.67,,
"Good sense, trail mix, tropical sunshine","{""Good Sense"",""Waymouth Farms  Inc.""}",acucares,openfoodfacts,0030243818261,"good sense, trail mix, tropical sunshine ""good sense"",""waymouth farms  inc.""",467,10,56.67,26.67,6.7,0.133,40,11.67,,
Gordita Flour Tortillas,"{""Food City""}",outros,openfoodfacts,0031903048349,"gordita flour tortillas ""food city""",463,13,73.5,13,0,0.001,,3.25,,
"Gordon's Chesapeake Classics, Steamer Size Whole Ocean Cocktail Clams","{""Mid-Atlantic Foods  Inc.""}",peixes,openfoodfacts,0028244892144,"gordon's chesapeake classics, steamer size whole ocean cocktail clams ""mid-atlantic foods  inc.""",50,10,1.67,0,0,0.483,,,,
"Gordon's, Chesapeake Classics, Clam Broth Juice","{""Mid-Atlantic Foods  Inc.""}",pratos,openfoodfacts,0028244863137,"gordon's, chesapeake classics, clam broth juice ""mid-atlantic foods  inc.""",4,0.83,0.42,0,0,0.621,,,,
Gorgonzola Gnocchi,"{""Severino Homemade Pasta"",""Severino Pasta Mfg.""}",outros,openfoodfacts,0029737002392,"gorgonzola gnocchi ""severino homemade pasta"",""severino pasta mfg.""",265,9.69,45.7,4.85,2.82,0.001,,2.76,,
"Gourmet Bakery Style Cookie Dough, White Chunk Macadamia Nut","{""Ralcorp Frozen Bakery Products  Inc.""}",bebidas,openfoodfacts,0033700004016,"gourmet bakery style cookie dough, white chunk macadamia nut ""ralcorp frozen bakery products  inc.""",447,2.63,60.53,21.05,0,0.421,34.21,9.21,,
Gourmet Butterfinger Caramel Apple,"{""Affy Tapple""}",outros,openfoodfacts,0034986062561,"gourmet butterfinger caramel apple ""affy tapple""",203,1.51,34,6.81,1.48,0,25.7,3.78,,
Gourmet Chicken Breast,"{""Dietz & Watson""}",outros,openfoodfacts,0031506616198,"gourmet chicken breast ""dietz & watson""",223,44.7,3.43,3.43,0,0.001,3.43,,,
Gourmet Chicken Grillers Caramelized Onion Patties,"{""Al Fresco""}",outros,openfoodfacts,0030771096575,"gourmet chicken grillers caramelized onion patties ""al fresco""",158,17.7,3.12,8.33,0,0.001,2.08,2.08,,
Gourmet Chicken Grillers Sweet Italian Style Patties,"{""Al Fresco""}",outros,openfoodfacts,0030771096582,"gourmet chicken grillers sweet italian style patties ""al fresco""",146,16.7,1.04,8.33,0,0.001,,2.08,,
Gourmet Chicken Meatballs,"{""Al Fresco""}",outros,openfoodfacts,0030771096537,"gourmet chicken meatballs ""al fresco""",188,19.4,2.76,11.1,0,0.001,1.39,3.46,,
Gourmet Chicken Meatballs (Al Fresco),"{""Al Fresco""}",outros,openfoodfacts,0030771096551,"gourmet chicken meatballs (al fresco) ""al fresco""",181,19.4,4.15,9.69,0,0.001,1.39,2.76,,
Gourmet Chicken Patties,"{""Al Fresco""}",outros,openfoodfacts,0030771096308,"gourmet chicken patties ""al fresco""",206,22.1,1.39,12.5,0,0.001,,3.46,,
Gourmet Chicken Patties (Al Fresco),"{""Al Fresco""}",outros,openfoodfacts,0030771096315,"gourmet chicken patties (al fresco) ""al fresco""",206,22.1,1.39,12.5,0,0.001,,3.46,,
Gourmet Chocolate Crunch Caramel Apple,"{""Affy Tapple Inc.""}",outros,openfoodfacts,0034986062578,"gourmet chocolate crunch caramel apple ""affy tapple inc.""",207,1.51,33.3,7.57,1.48,0,28.7,4.54,,
Gourmet Crusted Salmon,"{""High Liner""}",peixes,openfoodfacts,0035493012490,"gourmet crusted salmon ""high liner""",218,13.45,19.33,10.08,0.8,0.58,3.36,1.68,,
Gourmet Deviled Egg Potato Salad,"{""Food Lion""}",outros,openfoodfacts,0035826078124,"gourmet deviled egg potato salad ""food lion""",197,4.7,11,14.9,0.8,0,4.7,2.35,,
Gourmet Flatbread Pizza,"{""Sophia's Favorite""}",outros,openfoodfacts,0026605111620,"gourmet flatbread pizza ""sophia's favorite""",169,8.56,16.6,7.61,0.48,0,0.95,2.86,,
Gourmet Fried Onion Pieces,"{""Trader Joe's""}",outros,openfoodfacts,00289092,"gourmet fried onion pieces ""trader joe's""",643,0,42.9,42.9,0,0.5,,14.3,,
Gourmet Hoisin Bbq Sauce,"{""Robert Rothschild Farms  Llc""}",outros,openfoodfacts,0011246584834,"gourmet hoisin bbq sauce ""robert rothschild farms  llc""",461,8.17,98,4.09,0,0.003,81.6,,,
"Gourmet India, Original Tandoori Naan","{""Gourmet India Food Company Llc""}",outros,openfoodfacts,0012144800309,"gourmet india, original tandoori naan ""gourmet india food company llc""",246,7.02,45.61,4.39,1.8,0.321,1.75,,,
